name,trend_05,check,trend_05_identical,trend_09,trend_09_identical,trend_AFD_13,trend_AFD_13_identical,trend_AFD_17,trend_AFD_17_identical,trend_AFD_21,trend_AFD_21_identical,trend_CDU_13,trend_CDU_13_identical,trend_CDU_17,trend_CDU_17_identical,trend_CDU_21,trend_CDU_21_identical,trend_sonst_05,trend_sonst_05_identical,trend_sonst_09,trend_sonst_09_identical,trend_sonst_13,trend_sonst_13_identical,trend_sonst_17,trend_sonst_17_identical,trend_sonst_21,trend_sonst_21_identical,no_dataset_identical,how_many_dataset_identical
2022-11-30 12-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-11-30 13-31-14.RData,,TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-11-30 14-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-11-30 15-31-14.RData,,FALSE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,FALSE,9
2022-11-30 16-31-13.RData,,TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,FALSE,9
2022-11-30 17-31-13.RData,,TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,FALSE,10
2022-11-30 18-31-16.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-11-30 19-31-14.RData,,FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,FALSE,11
2022-11-30 20-31-13.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,FALSE,4
2022-11-30 21-31-14.RData,,TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE_TRUE_FALSE_FALSE,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,FALSE,6
2022-11-30 22-31-15.RData,,FALSE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,FALSE,2
2022-11-30 23-31-15.RData,,TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,1
2022-12-01 00-31-13.RData,,TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,FALSE,3
2022-12-01 01-31-15.RData,,TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,1
2022-12-01 02-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,11
2022-12-01 03-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-01 04-31-13.RData,,TRUE_TRUE_FALSE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE,TRUE,,TRUE,,FALSE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,10
2022-12-01 05-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-01 06-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-01 07-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-01 08-31-33.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-01 09-31-14.RData,,TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,3
2022-12-01 11-31-15.RData,,TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,1
2022-12-01 12-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-01 17-31-14.RData,,TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,1
2022-12-01 18-31-15.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,2
2022-12-01 19-31-13.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-01 21-31-13.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,FALSE,4
2022-12-01 22-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,FALSE,10
2022-12-01 23-31-15.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-02 01-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-02 03-31-15.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-02 04-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-02 05-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-02 06-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-02 07-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-02 08-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-02 11-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-02 13-31-16.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-02 14-31-14.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-12-03 01-31-17.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-03 02-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-12-03 03-31-13.RData,,TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,FALSE,7
2022-12-03 04-31-12.RData,,FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,FALSE,6
2022-12-03 05-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-03 06-31-13.RData,,TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,11
2022-12-03 07-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-12-03 08-31-12.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-03 09-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-03 10-31-16.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,FALSE,1
2022-12-03 13-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-03 14-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,12
2022-12-03 15-31-14.RData,,TRUE_TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,FALSE,6
2022-12-03 16-31-13.RData,,TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_TRUE,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,FALSE,5
2022-12-03 19-31-14.RData,,TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,FALSE,7
2022-12-03 20-31-13.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,FALSE,5
2022-12-03 21-31-13.RData,,TRUE_TRUE_FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,FALSE,9
2022-12-03 22-31-13.RData,,TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,FALSE,9
2022-12-03 23-31-14.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,2
2022-12-04 00-31-13.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-04 01-31-16.RData,,TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,3
2022-12-04 02-31-13.RData,,FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,TRUE,0
2022-12-04 03-31-14.RData,,TRUE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_TRUE_TRUE_FALSE_FALSE_TRUE,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,TRUE,,TRUE,,FALSE,,FALSE,,TRUE,FALSE,7
2022-12-04 04-31-14.RData,,FALSE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_FALSE_FALSE_TRUE_TRUE_FALSE,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,TRUE,,TRUE,,FALSE,FALSE,6
2022-12-04 05-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-04 06-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_FALSE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,12
2022-12-04 07-31-13.RData,,TRUE_TRUE_TRUE_TRUE_FALSE_TRUE_TRUE_FALSE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,FALSE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,11
2022-12-04 08-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-04 09-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-04 10-31-13.RData,,TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE_TRUE,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,,TRUE,FALSE,13
2022-12-04 14-31-14.RData,,TRUE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE_FALSE_TRUE_FALSE_TRUE_FALSE_FALSE,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,FALSE,,TRUE,,FALSE,,FALSE,FALSE,5
2022-12-04 20-31-13.RData,,TRUE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_FALSE_TRUE_FALSE_FALSE_FALSE_FALSE,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,FALSE,FALSE,2
